"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q1","Q1-2000","PER","Persons","3","Thousands",,,17415.43,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q2","Q2-2000","PER","Persons","3","Thousands",,,17468.2,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q3","Q3-2000","PER","Persons","3","Thousands",,,17532.78,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q4","Q4-2000","PER","Persons","3","Thousands",,,17584.6,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q1","Q1-2001","PER","Persons","3","Thousands",,,17633.86,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q2","Q2-2001","PER","Persons","3","Thousands",,,17687.84,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q3","Q3-2001","PER","Persons","3","Thousands",,,17752.94,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q4","Q4-2001","PER","Persons","3","Thousands",,,17810.76,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q1","Q1-2002","PER","Persons","3","Thousands",,,17918.52,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q2","Q2-2002","PER","Persons","3","Thousands",,,17993.43,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q3","Q3-2002","PER","Persons","3","Thousands",,,18063.16,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q4","Q4-2002","PER","Persons","3","Thousands",,,18134.99,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q1","Q1-2003","PER","Persons","3","Thousands",,,18204.19,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q2","Q2-2003","PER","Persons","3","Thousands",,,18287.38,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q3","Q3-2003","PER","Persons","3","Thousands",,,18361.56,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q4","Q4-2003","PER","Persons","3","Thousands",,,18427.37,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q1","Q1-2004","PER","Persons","3","Thousands",,,18467.5,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q2","Q2-2004","PER","Persons","3","Thousands",,,18549.08,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q3","Q3-2004","PER","Persons","3","Thousands",,,18614.23,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q4","Q4-2004","PER","Persons","3","Thousands",,,18692.99,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q1","Q1-2005","PER","Persons","3","Thousands",,,18765.54,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q2","Q2-2005","PER","Persons","3","Thousands",,,18839.58,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q3","Q3-2005","PER","Persons","3","Thousands",,,18900.21,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q4","Q4-2005","PER","Persons","3","Thousands",,,18977.67,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q1","Q1-2006","PER","Persons","3","Thousands",,,19032.39,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q2","Q2-2006","PER","Persons","3","Thousands",,,19100.34,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q3","Q3-2006","PER","Persons","3","Thousands",,,19172.76,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q4","Q4-2006","PER","Persons","3","Thousands",,,19269.4,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2007-Q1","Q1-2007","PER","Persons","3","Thousands",,,19340.18,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2007-Q2","Q2-2007","PER","Persons","3","Thousands",,,19422.36,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2007-Q3","Q3-2007","PER","Persons","3","Thousands",,,19514.93,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2007-Q4","Q4-2007","PER","Persons","3","Thousands",,,19601.83,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2008-Q1","Q1-2008","PER","Persons","3","Thousands",,,19651.22,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2008-Q2","Q2-2008","PER","Persons","3","Thousands",,,19702.66,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2008-Q3","Q3-2008","PER","Persons","3","Thousands",,,19784.05,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2008-Q4","Q4-2008","PER","Persons","3","Thousands",,,19833.97,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q1","Q1-2009","PER","Persons","3","Thousands",,,19831.87,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q2","Q2-2009","PER","Persons","3","Thousands",,,19858.15,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q3","Q3-2009","PER","Persons","3","Thousands",,,19906.91,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q4","Q4-2009","PER","Persons","3","Thousands",,,19924.27,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q1","Q1-2010","PER","Persons","3","Thousands",,,19919.07,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q2","Q2-2010","PER","Persons","3","Thousands",,,19940.74,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q3","Q3-2010","PER","Persons","3","Thousands",,,19968.15,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q4","Q4-2010","PER","Persons","3","Thousands",,,19973.44,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q1","Q1-2011","PER","Persons","3","Thousands",,,19961.71,,
"ESP","Spain","LFWATTFE","Working age population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q2","Q2-2011","PER","Persons","3","Thousands",,,20024.83,,
