"","date","euro","chf","gbp"
"1440",2005-09-12,1.2313,1.2558,1.8266
"1441",2005-09-13,1.2276,1.261,1.8235
"1442",2005-09-14,1.2314,1.2589,1.8232
"1443",2005-09-15,1.2223,1.2648,1.809
"1444",2005-09-16,1.2243,1.2665,1.8112
"1445",2005-09-19,1.2139,NA,1.8025
"1446",2005-09-20,1.2154,NA,1.8051
"1447",2005-09-21,1.2225,1.2707,1.8098
"1448",2005-09-22,1.2224,1.2712,1.8017
"1449",2005-09-23,1.2118,1.2845,1.7858
"1450",2005-09-26,1.2031,1.2926,1.7734
"1451",2005-09-27,1.2005,1.2952,1.7659
"1452",2005-09-28,1.2037,1.2932,1.7659
"1453",2005-09-29,1.2063,1.2925,1.7661
"1454",2005-09-30,1.2042,1.2902,1.7663
"1455",2005-10-03,1.1933,1.3017,1.7539
"1456",2005-10-04,1.1938,1.3005,1.7568
"1457",2005-10-05,1.1947,NA,1.7641
"1458",2005-10-06,1.2061,1.2828,1.7698
"1459",2005-10-07,1.2144,1.2749,1.7674
"1460",2005-10-10,1.2088,NA,1.7591
"1461",2005-10-11,1.2022,NA,1.7533
"1462",2005-10-12,1.2008,1.2912,1.7458
"1463",2005-10-13,1.198,1.2948,1.7492
"1464",2005-10-14,1.1999,1.2933,1.7492
"1465",2005-10-17,1.2022,1.291,1.7579
"1466",2005-10-18,1.1937,1.302,1.746
"1467",2005-10-19,1.195,1.2972,1.7581
"1468",2005-10-20,1.1953,1.2978,1.7663
"1469",2005-10-21,1.2012,1.2874,1.7744
"1470",2005-10-24,1.1944,1.2942,1.7675
"1471",2005-10-25,1.2017,1.283,1.7783
"1472",2005-10-26,1.2059,1.2811,1.776
"1473",2005-10-27,1.213,1.2755,1.7851
"1474",2005-10-28,1.2138,1.2728,1.7821
"1475",2005-10-31,1.2023,1.284,1.7775
"1476",2005-11-01,1.2008,1.2876,1.7692
"1477",2005-11-02,1.1992,1.2868,1.7651
"1478",2005-11-03,1.2041,1.2804,1.7774
"1479",2005-11-04,1.1933,1.2935,1.7647
"1480",2005-11-07,1.1824,1.3056,1.7481
"1481",2005-11-08,1.1741,1.3147,1.735
"1482",2005-11-09,1.1738,1.3144,1.7373
"1483",2005-11-10,1.1762,1.3041,1.7486
"1484",2005-11-11,1.1697,1.3158,1.74
"1485",2005-11-14,1.1713,1.3128,1.7441
"1486",2005-11-15,1.1667,1.3222,1.7319
"1487",2005-11-16,1.1677,1.3244,1.7254
"1488",2005-11-17,1.1692,1.3238,1.7187
"1489",2005-11-18,1.1679,1.3245,1.7124
"1490",2005-11-21,1.1811,1.3111,1.7193
"1491",2005-11-22,1.1701,1.3225,1.7117
"1492",2005-11-23,1.1776,1.3162,1.7208
"1493",2005-11-24,1.1783,1.3145,1.7247
"1494",2005-11-25,1.1763,1.3158,1.7191
"1495",2005-11-28,1.1726,1.3209,1.7109
"1496",2005-11-29,1.1793,1.3098,1.7255
"1497",2005-11-30,1.1769,1.3153,1.727
"1498",2005-12-01,1.1745,1.3152,1.7285
"1499",2005-12-02,1.1697,1.32,1.7264
"1500",2005-12-05,1.1767,1.3157,1.7358
"1501",2005-12-06,1.1783,1.3092,1.7331
"1502",2005-12-07,1.171,1.315,1.7332
"1503",2005-12-08,1.1764,1.3067,1.745
"1504",2005-12-09,1.1785,1.3045,1.7502
"1505",2005-12-12,1.1925,1.2968,1.7635
"1506",2005-12-13,1.1925,1.2955,1.7674
"1507",2005-12-14,1.202,1.2827,1.7703
"1508",2005-12-15,1.1999,1.2835,1.7724
"1509",2005-12-16,1.1983,NA,1.7691
"1510",2005-12-19,1.1977,1.2905,1.7663
"1511",2005-12-20,1.1955,1.2968,1.7666
"1512",2005-12-21,1.1872,1.3091,1.7492
"1513",2005-12-22,1.1822,1.315,1.738
"1514",2005-12-23,1.1859,1.314,1.7361
"1515",2005-12-26,1.1859,NA,1.7361
"1516",2005-12-27,1.1852,1.3134,1.7308
"1517",2005-12-28,1.1916,1.3069,1.7371
"1518",2005-12-29,1.1825,1.3162,1.7216
"1519",2005-12-30,1.1797,1.3143,1.7219
"1520",2006-01-03,1.1875,1.3068,1.7295
"1521",2006-01-04,1.2083,1.2855,1.7544
"1522",2006-01-05,1.2088,1.281,1.7535
"1523",2006-01-06,1.2093,1.2785,1.7557
"1524",2006-01-09,1.2078,1.2775,1.7657
"1525",2006-01-10,1.2064,1.277,1.769
"1526",2006-01-11,1.2088,1.2814,1.7575
"1527",2006-01-12,1.2113,1.276,1.7683
"1528",2006-01-13,1.2039,1.2843,1.7667
"1529",2006-01-16,1.2112,1.2773,1.7691
"1530",2006-01-17,1.2075,1.283,1.7604
"1531",2006-01-18,1.2125,1.2765,1.7663
"1532",2006-01-19,1.2073,1.2867,1.7558
"1533",2006-01-20,1.2068,1.2851,1.7605
"1534",2006-01-23,1.2277,1.261,1.7833
"1535",2006-01-24,1.2272,1.2625,1.7838
"1536",2006-01-25,1.2294,1.2593,1.7922
"1537",2006-01-26,1.2254,1.2657,1.7869
"1538",2006-01-27,1.2172,1.2759,1.7765
"1539",2006-01-30,1.2082,1.2869,1.766
"1540",2006-01-31,1.2118,1.2841,1.7713
"1541",2006-02-01,1.2092,1.2838,1.7766
"1542",2006-02-02,1.2066,NA,1.7751
"1543",2006-02-03,1.2061,1.2889,1.7756
"1544",2006-02-06,1.1981,1.299,1.7528
"1545",2006-02-07,1.1973,1.298,1.7485
"1546",2006-02-08,1.1948,1.2983,1.7427
"1547",2006-02-09,1.1972,1.298,1.7428
"1548",2006-02-10,1.197,1.2994,1.7477
"1549",2006-02-13,1.1888,1.3098,1.7399
"1550",2006-02-14,1.1898,1.309,1.7353
"1551",2006-02-15,1.1904,1.3083,1.7391
"1552",2006-02-16,1.1858,1.3137,1.735
"1553",2006-02-17,1.1863,1.3152,1.7355
"1554",2006-02-20,1.1932,1.3082,1.7436
"1555",2006-02-21,1.1906,1.3097,1.7445
"1556",2006-02-22,1.1875,1.3124,1.74
"1557",2006-02-23,1.1957,1.3041,1.7524
"1558",2006-02-24,1.1896,1.3117,1.7499
"1559",2006-02-27,1.1852,1.3193,1.7396
"1560",2006-02-28,1.1875,1.3185,1.7465
"1561",2006-03-01,1.1954,1.3082,1.7559
"1562",2006-03-02,1.1921,1.3108,1.7467
"1563",2006-03-03,1.202,1.3002,1.7554
"1564",2006-03-06,1.2017,1.2972,1.7557
"1565",2006-03-07,1.1913,1.3117,1.7363
"1566",2006-03-08,1.1914,1.3104,1.7381
"1567",2006-03-09,1.192,1.3115,1.7383
"1568",2006-03-10,1.1919,1.3145,1.7366
"1569",2006-03-13,1.1922,1.3163,1.7263
"1570",2006-03-14,1.1948,1.3115,1.7349
"1571",2006-03-15,1.2026,1.3019,1.7457
"1572",2006-03-16,1.2069,1.2968,1.7465
"1573",2006-03-17,1.2185,1.2905,1.7555
"1574",2006-03-20,1.2174,1.2916,1.753
"1575",2006-03-21,1.2144,1.2968,1.7493
"1576",2006-03-22,1.2069,1.3032,1.747
"1577",2006-03-23,1.2055,1.3086,1.741
"1578",2006-03-24,1.1969,1.3187,1.7321
"1579",2006-03-27,1.2025,1.3078,1.7461
"1580",2006-03-28,1.2084,1.3044,1.7478
"1581",2006-03-29,1.2012,1.3093,1.7372
"1582",2006-03-30,1.2096,1.3052,1.7386
"1583",2006-03-31,1.2104,1.3057,1.7349
"1584",2006-04-03,1.2063,1.3107,1.7274
"1585",2006-04-04,1.2217,1.2997,1.7446
"1586",2006-04-05,1.2262,1.2889,1.7522
"1587",2006-04-06,1.2312,1.2835,1.7576
"1588",2006-04-07,1.2179,1.2938,1.7497
"1589",2006-04-10,1.2099,1.301,1.7455
"1590",2006-04-11,1.2105,1.3025,1.7428
"1591",2006-04-12,1.2125,1.2954,1.7536
"1592",2006-04-13,1.2094,1.2982,1.7521
"1593",2006-04-18,1.2252,1.2764,1.7722
"1594",2006-04-19,1.2346,1.2706,1.7848
"1595",2006-04-20,1.2346,1.2764,1.7815
"1596",2006-04-21,1.2315,1.2796,1.78
"1597",2006-04-24,1.2365,1.2703,1.7894
"1598",2006-04-25,1.2425,1.27,1.7848
"1599",2006-04-26,1.2425,1.2711,1.7829
"1600",2006-04-27,1.2414,1.273,1.7837
"1601",2006-04-28,1.2537,1.2522,1.8085
"1602",2006-05-02,1.2643,1.2364,1.8344
"1603",2006-05-03,1.2622,1.2369,1.8377
"1604",2006-05-04,1.2592,1.2397,1.8418
"1605",2006-05-05,1.2688,1.2312,1.8495
"1606",2006-05-08,1.2756,1.2216,1.8634
"1607",2006-05-09,1.2697,1.2295,1.8557
"1608",2006-05-10,1.2779,1.219,1.8617
"1609",2006-05-11,1.2716,1.2262,1.8644
"1610",2006-05-12,1.2914,1.2005,1.8962
"1611",2006-05-15,1.2826,1.211,1.8797
"1612",2006-05-16,1.2817,1.212,1.8811
"1613",2006-05-17,1.2882,1.204,1.8971
"1614",2006-05-18,1.277,1.214,1.8868
"1615",2006-05-19,1.2767,1.2196,1.8758
"1616",2006-05-22,1.2753,1.2148,1.8766
"1617",2006-05-23,1.2841,1.2088,1.8828
"1618",2006-05-24,1.2851,1.205,1.8848
"1619",2006-05-25,1.2755,NA,1.8718
"1620",2006-05-26,1.2797,1.217,1.8717
"1621",2006-05-29,1.2758,1.2232,1.8611
"1622",2006-05-30,1.2839,1.2112,1.8782
"1623",2006-05-31,1.2868,1.2105,1.8799
"1624",2006-06-01,1.2736,1.2241,1.8639
"1625",2006-06-02,1.2815,1.2206,1.8662
"1626",2006-06-05,1.2958,NA,1.8848
"1627",2006-06-06,1.2847,1.2101,1.8692
"1628",2006-06-07,1.2789,1.2187,1.8629
"1629",2006-06-08,1.2735,1.2247,1.8492
"1630",2006-06-09,1.2659,1.2326,1.8424
"1631",2006-06-12,1.2572,1.2338,1.8423
"1632",2006-06-13,1.2571,1.2337,1.8413
"1633",2006-06-14,1.2563,1.2344,1.841
"1634",2006-06-15,1.261,1.2315,1.8481
"1635",2006-06-16,1.2651,1.229,1.8538
"1636",2006-06-19,1.2591,1.2378,1.8443
"1637",2006-06-20,1.2546,1.2416,1.8405
"1638",2006-06-21,1.2632,1.2362,1.8417
"1639",2006-06-22,1.2582,1.2413,1.8324
"1640",2006-06-23,1.2502,NA,1.8223
"1641",2006-06-26,1.2561,1.2438,1.8215
"1642",2006-06-27,1.2567,1.2465,1.821
"1643",2006-06-28,1.257,1.2436,1.8215
"1644",2006-06-29,1.2529,1.2498,1.8124
"1645",2006-06-30,1.2713,1.2329,1.8344
"1646",2006-07-03,1.279,1.2255,1.8443
"1647",2006-07-04,1.2791,1.2252,1.8452
"1648",2006-07-05,1.2794,1.2265,1.8459
"1649",2006-07-06,1.2735,1.2321,1.836
"1650",2006-07-07,1.2778,1.2281,1.8415
"1651",2006-07-10,1.2752,1.227,1.8436
"1652",2006-07-11,1.2736,1.23,1.8391
"1653",2006-07-12,1.2722,1.2296,1.8432
"1654",2006-07-13,1.2692,1.2318,1.8391
"1655",2006-07-14,1.2666,1.2325,1.8412
"1656",2006-07-17,1.2541,NA,1.8196
"1657",2006-07-18,1.2531,1.2468,1.8283
"1658",2006-07-19,1.2482,1.256,1.8283
"1659",2006-07-20,1.2643,1.2442,1.8489
"1660",2006-07-21,1.268,1.2383,1.8582
"1661",2006-07-24,1.2633,1.2476,1.8524
"1662",2006-07-25,1.2636,1.2445,1.8513
"1663",2006-07-26,1.2587,1.2515,1.8408
"1664",2006-07-27,1.2737,1.235,1.8632
"1665",2006-07-28,1.2664,1.2415,1.8573
"1666",2006-07-31,1.2767,1.2333,1.8643
"1667",2006-08-01,1.2759,NA,1.8673
"1668",2006-08-02,1.2798,1.2291,1.8751
"1669",2006-08-03,1.2781,1.2343,1.8736
"1670",2006-08-04,1.2792,1.234,1.8904
"1671",2006-08-07,1.285,1.2217,1.9093
"1672",2006-08-08,1.2839,1.2247,1.9059
"1673",2006-08-09,1.2879,1.2215,1.9093
"1674",2006-08-10,1.2857,1.2267,1.9014
"1675",2006-08-11,1.2775,1.2367,1.8952
"1676",2006-08-14,1.2718,1.2419,1.8885
"1677",2006-08-15,1.2725,1.2432,1.887
"1678",2006-08-16,1.2793,NA,1.8894
"1679",2006-08-17,1.2879,1.2264,1.8962
"1680",2006-08-18,1.2802,1.2337,1.884
"1681",2006-08-21,1.2919,1.224,1.8949
"1682",2006-08-22,1.2812,1.2288,1.8918
"1683",2006-08-23,1.2812,1.233,1.8917
"1684",2006-08-24,1.2831,1.232,1.8937
"1685",2006-08-25,1.2762,1.2382,1.8894
"1686",2006-08-29,1.2808,1.2315,1.8997
"1687",2006-08-30,1.2818,1.2302,1.901
"1688",2006-08-31,1.2851,1.2252,1.9076
"1689",2006-09-01,1.2817,1.232,1.9036
"1690",2006-09-04,1.2852,NA,1.9063
"1691",2006-09-05,1.281,1.2325,1.9
"1692",2006-09-06,1.2793,1.236,1.8875
"1693",2006-09-07,1.2731,1.2388,1.8801
"1694",2006-09-08,1.2713,1.2445,1.8705
"1695",2006-09-11,1.2713,1.2425,1.8664
"1696",2006-09-12,1.2709,1.243,1.8746
"1697",2006-09-13,1.2677,1.252,1.874
"1698",2006-09-14,1.2723,1.2462,1.8847
"1699",2006-09-15,1.2675,1.258,1.8816
"1700",2006-09-18,1.2665,1.2548,1.8757
"1701",2006-09-19,1.2654,1.256,1.8809
"1702",2006-09-20,1.2676,1.2527,1.8823
"1703",2006-09-21,1.2731,1.246,1.898
"1704",2006-09-22,1.2817,1.236,1.9044
"1705",2006-09-25,1.2768,1.2372,1.9022
"1706",2006-09-26,1.2695,1.243,1.897
"1707",2006-09-27,1.2684,1.2452,1.8912
"1708",2006-09-28,1.2713,1.2455,1.8801
"1709",2006-09-29,1.266,1.2537,1.8702
"1710",2006-10-02,1.2685,1.2483,1.8733
"1711",2006-10-03,1.2737,1.244,1.8893
"1712",2006-10-04,1.2684,1.254,1.88
"1713",2006-10-05,1.2721,1.2503,1.8858
"1714",2006-10-06,1.2664,1.2538,1.8758
"1715",2006-10-09,1.2603,1.2603,1.8677
"1716",2006-10-10,1.2538,1.2671,1.8594
"1717",2006-10-11,1.2543,1.2695,1.8571
"1718",2006-10-12,1.2531,1.2711,1.8552
"1719",2006-10-13,1.255,1.2703,1.8605
"1720",2006-10-16,1.2515,1.2717,1.8593
"1721",2006-10-17,1.2524,1.2692,1.8679
"1722",2006-10-18,1.2543,1.2685,1.8712
"1723",2006-10-19,1.2561,1.2655,1.8685
"1724",2006-10-20,1.2618,1.2592,1.8824
"1725",2006-10-23,1.2556,1.267,1.8723
"1726",2006-10-24,1.2541,1.27,1.8699
"1727",2006-10-25,1.258,1.2648,1.8781
"1728",2006-10-26,1.2653,1.2585,1.884
"1729",2006-10-27,1.2683,1.2548,1.8913
"1730",2006-10-30,1.2717,1.249,1.9014
"1731",2006-10-31,1.2696,1.2512,1.8987
"1732",2006-11-01,1.2757,1.2441,1.9099
"1733",2006-11-02,1.2767,1.2455,1.9081
"1734",2006-11-03,1.276,1.246,1.9093
"1735",2006-11-06,1.2702,1.256,1.8964
"1736",2006-11-07,1.2755,1.252,1.9043
"1737",2006-11-08,1.2776,1.2464,1.9078
"1738",2006-11-09,1.2796,1.2486,1.9073
"1739",2006-11-10,1.2864,1.2374,1.9155
"1740",2006-11-13,1.283,1.242,1.9057
"1741",2006-11-14,1.2824,1.2442,1.8977
"1742",2006-11-15,1.2792,1.2505,1.8865
"1743",2006-11-16,1.2804,1.2476,1.8886
"1744",2006-11-17,1.2774,1.2534,1.8854
"1745",2006-11-20,1.2841,1.2412,1.8951
"1746",2006-11-21,1.2814,1.2437,1.8979
"1747",2006-11-22,1.2886,1.2358,1.9079
"1748",2006-11-23,1.2953,NA,1.9142
"1749",2006-11-24,1.3078,NA,1.9332
"1750",2006-11-27,1.3114,1.2085,1.9371
"1751",2006-11-28,1.3147,1.2078,1.9433
"1752",2006-11-29,1.3157,1.2076,1.9499
"1753",2006-11-30,1.32,1.2072,1.9562
"1754",2006-12-01,1.3244,1.1999,1.9681
"1755",2006-12-04,1.3309,1.1975,1.9782
"1756",2006-12-05,1.3331,1.1935,1.9752
"1757",2006-12-06,1.3274,1.1954,1.9658
"1758",2006-12-07,1.3297,1.1952,1.9665
"1759",2006-12-08,1.3276,1.1976,1.9589
"1760",2006-12-11,1.3177,1.206,1.949
"1761",2006-12-12,1.3244,1.2035,1.9622
"1762",2006-12-13,1.3265,1.202,1.9719
"1763",2006-12-14,1.3192,1.2127,1.9636
"1764",2006-12-15,1.3106,1.219,1.9568
"1765",2006-12-18,1.3095,1.2217,1.9495
"1766",2006-12-19,1.3158,1.2165,1.9634
"1767",2006-12-20,1.3203,1.214,1.9709
"1768",2006-12-21,1.3178,1.2172,1.9628
"1769",2006-12-22,1.3192,1.2146,1.9654
"1770",2006-12-27,1.3159,1.2198,1.9611
"1771",2006-12-28,1.3173,1.222,1.9606
"1772",2006-12-29,1.317,1.2203,1.963
"1773",2007-01-02,1.327,NA,1.9701
"1774",2007-01-03,1.3231,1.2218,1.9597
"1775",2007-01-04,1.3106,1.2315,1.9449
"1776",2007-01-05,1.3084,1.2295,1.94
"1777",2007-01-08,1.3006,1.2374,1.9335
"1778",2007-01-09,1.3018,1.2392,1.9425
"1779",2007-01-10,1.2988,1.2418,1.9387
"1780",2007-01-11,1.2984,1.2464,1.9383
"1781",2007-01-12,1.2893,1.25,1.95
"1782",2007-01-15,1.2941,NA,1.9653
"1783",2007-01-16,1.2953,1.2438,1.9672
"1784",2007-01-17,1.2909,1.25,1.9659
"1785",2007-01-18,1.2922,1.2515,1.9715
"1786",2007-01-19,1.2958,1.2494,1.9735
"1787",2007-01-22,1.2936,1.251,1.9753
"1788",2007-01-23,1.304,1.241,1.9874
"1789",2007-01-24,1.3005,1.2475,1.9752
"1790",2007-01-25,1.2978,1.2445,1.9711
"1791",2007-01-26,1.2901,1.2554,1.961
"1792",2007-01-29,1.2921,1.2547,1.9568
"1793",2007-01-30,1.2972,1.2537,1.9651
"1794",2007-01-31,1.2954,1.2535,1.9526
"1795",2007-02-01,1.302,1.2437,1.9685
"1796",2007-02-02,1.302,1.2422,1.9687
"1797",2007-02-05,1.2925,1.2508,1.957
"1798",2007-02-06,1.2955,1.2452,1.9683
"1799",2007-02-07,1.2987,1.2403,1.9718
"1800",2007-02-08,1.2991,1.2493,1.9679
"1801",2007-02-09,1.3007,1.2505,1.9471
"1802",2007-02-12,1.2956,1.2545,1.9467
"1803",2007-02-13,1.3022,1.2488,1.9425
"1804",2007-02-14,1.3082,1.2445,1.9551
"1805",2007-02-15,1.3137,1.2382,1.9576
"1806",2007-02-16,1.3119,1.2357,1.9489
"1807",2007-02-19,1.3132,1.2347,1.9442
"1808",2007-02-20,1.3145,1.2383,1.9488
"1809",2007-02-21,1.3145,1.2392,1.9513
"1810",2007-02-22,1.3106,1.2428,1.9504
"1811",2007-02-23,1.3134,1.2398,1.9579
"1812",2007-02-26,1.316,1.232,1.9631
"1813",2007-02-27,1.323,NA,1.9647
"1814",2007-02-28,1.3211,1.2227,1.9567
"1815",2007-03-01,1.3225,1.22,1.9632
"1816",2007-03-02,1.3163,1.223,1.9481
"1817",2007-03-05,1.3083,1.2212,1.9217
"1818",2007-03-06,1.31,1.2227,1.9287
"1819",2007-03-07,1.3135,1.2233,1.9283
"1820",2007-03-08,1.3152,1.2225,1.9341
"1821",2007-03-09,1.3155,1.2273,1.9316
"1822",2007-03-12,1.3156,1.2278,1.9394
"1823",2007-03-13,1.3218,1.222,1.9291
"1824",2007-03-14,1.3183,1.2175,1.9246
"1825",2007-03-15,1.3226,1.2198,1.9361
"1826",2007-03-16,1.3325,1.2053,1.948
"1827",2007-03-19,1.3303,1.2126,1.9446
"1828",2007-03-20,1.3296,1.2141,1.9569
"1829",2007-03-21,1.3293,NA,1.9588
"1830",2007-03-22,1.3351,1.2113,1.9691
"1831",2007-03-23,1.3327,NA,1.9648
"1832",2007-03-26,1.3265,1.2216,1.9619
"1833",2007-03-27,1.3347,1.215,1.9644
"1834",2007-03-28,1.3348,1.2125,1.9645
"1835",2007-03-29,1.3352,1.2147,1.9646
"1836",2007-03-30,1.3318,1.2212,1.9581
"1837",2007-04-02,1.3366,1.2147,1.9735
"1838",2007-04-03,1.3358,1.2175,1.9757
"1839",2007-04-04,1.3352,1.221,1.9735
"1840",2007-04-05,1.3373,1.2207,1.9709
"1841",2007-04-10,1.3426,1.2195,1.972
"1842",2007-04-11,1.3418,1.2208,1.9771
"1843",2007-04-12,1.3467,1.2197,1.9764
"1844",2007-04-13,1.3532,1.2088,1.986
"1845",2007-04-16,1.355,1.2125,1.9918
"1846",2007-04-17,1.3549,1.211,2.0014
"1847",2007-04-18,1.3577,1.2035,2.0108
"1848",2007-04-19,1.3601,1.203,2.0002
"1849",2007-04-20,1.3606,1.2072,2.0034
"1850",2007-04-23,1.3557,NA,2.0006
"1851",2007-04-24,1.3582,1.2064,2.0007
"1852",2007-04-25,1.3649,1.2026,2.0046
"1853",2007-04-26,1.3596,1.2068,1.9978
"1854",2007-04-27,1.3643,NA,1.9986
"1855",2007-04-30,1.3605,1.2088,1.9946
"1856",2007-05-02,1.3588,1.219,1.9897
"1857",2007-05-03,1.3613,1.2107,1.9922
"1858",2007-05-04,1.3561,1.215,1.9869
"1859",2007-05-07,1.3615,1.2108,1.9944
"1860",2007-05-08,1.3558,1.2174,1.9924
"1861",2007-05-09,1.3535,1.2188,1.9914
"1862",2007-05-10,1.3527,1.2182,1.9885
"1863",2007-05-11,1.3486,1.2192,1.9791
"1864",2007-05-14,1.3549,NA,1.9818
"1865",2007-05-15,1.3538,1.2197,1.9758
"1866",2007-05-16,1.3574,1.2153,1.984
"1867",2007-05-17,1.3516,NA,1.9768
"1868",2007-05-18,1.3477,1.2274,1.9707
"1869",2007-05-21,1.3444,1.2326,1.9697
"1870",2007-05-22,1.3454,1.2324,1.9719
"1871",2007-05-23,1.349,1.2288,1.9816
"1872",2007-05-24,1.3448,1.2287,1.9857
"1873",2007-05-25,1.3441,1.228,1.9848
"1874",2007-05-28,1.3453,NA,1.9827
"1875",2007-05-29,1.3509,1.2232,1.9867
"1876",2007-05-30,1.342,1.227,1.9748
"1877",2007-05-31,1.3453,1.2266,1.9773
"1878",2007-06-01,1.3436,1.2295,1.9783
"1879",2007-06-04,1.3482,1.226,1.9871
"1880",2007-06-05,1.3532,1.2213,1.9933
"1881",2007-06-06,1.3513,1.2177,1.9926
"1882",2007-06-07,1.347,1.2237,1.9893
"1883",2007-06-08,1.3349,1.2338,1.9647
"1884",2007-06-11,1.3355,1.2393,1.9662
"1885",2007-06-12,1.3345,1.2405,1.9738
"1886",2007-06-13,1.3287,1.2466,1.9683
"1887",2007-06-14,1.3304,1.2445,1.9694
"1888",2007-06-15,1.3314,1.2454,1.9703
"1889",2007-06-18,1.3404,1.2404,1.981
"1890",2007-06-19,1.3403,1.2418,1.9857
"1891",2007-06-20,1.3427,1.2377,1.9928
"1892",2007-06-21,1.3397,1.2422,1.9905
"1893",2007-06-22,1.3441,1.2345,1.996
"1894",2007-06-25,1.3461,1.2276,1.9986
"1895",2007-06-26,1.346,1.2293,1.999
"1896",2007-06-27,1.3438,1.2292,1.996
"1897",2007-06-28,1.3467,1.2286,2.0023
"1898",2007-06-29,1.3505,1.2266,2.0049
"1899",2007-07-02,1.3588,1.2143,2.0105
"1900",2007-07-03,1.3601,1.2173,2.0147
"1901",2007-07-04,1.3618,1.2166,2.0177
"1902",2007-07-05,1.364,1.2126,2.0138
"1903",2007-07-06,1.3596,1.2203,2.0104
"1904",2007-07-09,1.3621,1.2166,2.0143
"1905",2007-07-10,1.3666,1.214,2.0153
"1906",2007-07-11,1.3753,1.2022,2.031
"1907",2007-07-12,1.3788,NA,2.0336
"1908",2007-07-13,1.3782,NA,2.0319
"1909",2007-07-16,1.3781,1.2005,2.0398
"1910",2007-07-17,1.3771,1.2008,2.0449
"1911",2007-07-18,1.3779,1.2018,2.0492
"1912",2007-07-19,1.382,1.2003,2.0487
"1913",2007-07-20,1.3803,1.2056,2.0519
"1914",2007-07-23,1.3821,1.2038,2.0574
"1915",2007-07-24,1.3833,1.205,2.0606
"1916",2007-07-25,1.3743,1.214,2.0522
"1917",2007-07-26,1.3722,1.2127,2.0482
"1918",2007-07-27,1.3651,1.2121,2.0317
"1919",2007-07-30,1.3659,1.202,2.0241
"1920",2007-07-31,1.3707,1.2057,2.0313
"1921",2007-08-01,1.3663,NA,2.0244
"1922",2007-08-02,1.3664,1.2046,2.0311
"1923",2007-08-03,1.3694,1.2056,2.0356
"1924",2007-08-06,1.3818,1.1882,2.0291
"1925",2007-08-07,1.3794,1.1923,2.0267
"1926",2007-08-08,1.3794,1.1956,2.0298
"1927",2007-08-09,1.3729,1.1955,2.0282
"1928",2007-08-10,1.365,1.1967,2.017
"1929",2007-08-13,1.3651,1.1996,2.0126
"1930",2007-08-14,1.3591,1.209,2.0005
"1931",2007-08-15,1.3476,1.2146,1.9898
"1932",2007-08-16,1.3405,1.2162,1.9812
"1933",2007-08-17,1.3454,NA,1.9772
"1934",2007-08-20,1.3476,1.2076,1.9867
"1935",2007-08-21,1.3508,1.2026,1.9848
"1936",2007-08-22,1.3493,1.2081,1.9891
"1937",2007-08-23,1.3574,1.2081,2.0062
"1938",2007-08-24,1.3615,1.2021,2.003
"1939",2007-08-27,1.3658,1.2032,2.0133
"1940",2007-08-28,1.3664,1.1977,2.0111
"1941",2007-08-29,1.3631,1.2012,2.0141
"1942",2007-08-30,1.361,1.2052,2.0066
"1943",2007-08-31,1.3705,1.2058,2.0199
"1944",2007-09-03,1.3632,NA,2.0177
"1945",2007-09-04,1.358,1.2125,2.013
"1946",2007-09-05,1.3588,1.2122,2.0107
"1947",2007-09-06,1.3669,NA,2.0229
"1948",2007-09-07,1.3696,NA,2.0219
"1949",2007-09-10,1.3795,1.1875,2.0307
"1950",2007-09-11,1.3824,1.1852,2.0308
"1951",2007-09-12,1.3885,1.1829,2.0349
"1952",2007-09-13,1.3897,1.1863,2.0261
"1953",2007-09-14,1.386,1.187,2.0131
"1954",2007-09-17,1.3877,1.1857,1.9977
"1955",2007-09-18,1.3867,1.187,1.991
"1956",2007-09-19,1.3975,1.1825,1.9976
"1957",2007-09-20,1.403,1.1733,2.0074
"1958",2007-09-21,1.4049,1.175,2.0145
"1959",2007-09-24,1.4113,1.1709,2.0249
"1960",2007-09-25,1.4106,1.1702,2.0105
"1961",2007-09-26,1.4127,1.1693,2.0115
"1962",2007-09-27,1.418,1.1719,2.0241
"1963",2007-09-28,1.4179,1.17,2.0313
"1964",2007-10-01,1.4232,1.1675,2.04
"1965",2007-10-02,1.4165,1.1762,2.0382
"1966",2007-10-03,1.4195,1.1737,2.04
"1967",2007-10-04,1.4109,1.179,2.0308
"1968",2007-10-05,1.4136,NA,2.0398
"1969",2007-10-08,1.4089,1.1833,2.0376
"1970",2007-10-09,1.4037,1.188,2.0294
"1971",2007-10-10,1.4146,1.1825,2.0447
"1972",2007-10-11,1.4199,1.1786,2.0389
"1973",2007-10-12,1.4173,1.1833,2.0266
"1974",2007-10-15,1.4226,1.1786,2.0432
"1975",2007-10-16,1.415,1.1845,2.0306
"1976",2007-10-17,1.42,1.1831,2.034
"1977",2007-10-18,1.4299,1.1716,2.0449
"1978",2007-10-19,1.4288,1.1714,2.0488
"1979",2007-10-22,1.4166,1.1719,2.036
"1980",2007-10-23,1.4254,1.1745,2.041
"1981",2007-10-24,1.423,1.175,2.0492
"1982",2007-10-25,1.4309,1.1674,2.0508
"1983",2007-10-26,1.4384,1.1635,2.051
"1984",2007-10-29,1.4391,1.1636,2.061
"1985",2007-10-30,1.4407,1.1646,2.065
"1986",2007-10-31,1.4447,1.1598,2.0736
