"","date","euro","chf","gbp"
"3050",2012-02-09,1.3288,0.9134,1.5831
"3051",2012-02-10,1.3189,0.9131,1.5826
"3052",2012-02-13,1.3254,0.9119,1.5797
"3053",2012-02-14,1.3169,0.9151,1.5745
"3054",2012-02-15,1.3092,0.9176,1.5705
"3055",2012-02-16,1.2982,0.9282,1.5681
"3056",2012-02-17,1.3159,0.9193,1.5829
"3057",2012-02-21,1.3222,0.9143,1.5802
"3058",2012-02-22,1.323,0.9127,1.57
"3059",2012-02-23,1.33,0.9064,1.5715
"3060",2012-02-24,1.3412,0.8983,1.5801
"3061",2012-02-27,1.3388,0.8991,1.5866
"3062",2012-02-28,1.3454,0.8964,1.585
"3063",2012-02-29,1.3443,0.8967,1.5943
"3064",2012-03-01,1.3312,0.9044,1.5947
"3065",2012-03-02,1.3217,0.9109,1.5902
"3066",2012-03-05,1.322,0.9148,1.5816
"3067",2012-03-06,1.3153,0.918,1.5771
"3068",2012-03-07,1.312,0.9179,1.5732
"3069",2012-03-08,1.3242,0.9107,1.5804
"3070",2012-03-09,1.3191,0.9116,1.5795
"3071",2012-03-12,1.3119,0.9198,1.5639
"3072",2012-03-13,1.3057,0.9198,1.565
"3073",2012-03-14,1.3062,0.9256,1.5706
"3074",2012-03-15,1.3057,0.9266,1.5681
"3075",2012-03-16,1.3116,0.9233,1.5735
"3076",2012-03-19,1.315,0.9168,1.587
"3077",2012-03-20,1.3198,0.9137,1.5839
"3078",2012-03-21,1.3225,0.9109,1.5846
"3079",2012-03-22,1.3167,0.916,1.5793
"3080",2012-03-23,1.3242,0.911,1.5821
"3081",2012-03-26,1.3276,0.9104,1.5874
"3082",2012-03-27,1.3333,0.9027,1.5954
"3083",2012-03-28,1.3337,0.9034,1.5915
"3084",2012-03-29,1.3272,0.9072,1.5876
"3085",2012-03-30,1.3356,0.9031,1.6009
"3086",2012-04-02,1.3319,0.9027,1.604
"3087",2012-04-03,1.3315,0.9021,1.6017
"3088",2012-04-04,1.3142,0.9141,1.5873
"3089",2012-04-05,1.3068,0.9191,1.5823
"3090",2012-04-10,1.3114,0.9195,1.5821
"3091",2012-04-11,1.3131,0.9136,1.5927
"3092",2012-04-12,1.3153,0.9149,1.5959
"3093",2012-04-13,1.3148,0.9129,1.5927
"3094",2012-04-16,1.3024,0.9227,1.5836
"3095",2012-04-17,1.3132,0.9145,1.5954
"3096",2012-04-18,1.3093,0.9192,1.5983
"3097",2012-04-19,1.3086,0.9163,1.6031
"3098",2012-04-20,1.3192,0.9109,1.6108
"3099",2012-04-23,1.3131,0.9148,1.6085
"3100",2012-04-24,1.3161,0.913,1.615
"3101",2012-04-25,1.3206,0.9094,1.6098
"3102",2012-04-26,1.3215,0.9093,1.6184
"3103",2012-04-27,1.3229,0.9081,1.622
"3104",2012-04-30,1.3214,0.9092,1.6261
"3105",2012-05-02,1.3131,0.9146,1.6177
"3106",2012-05-03,1.3123,0.9148,1.6182
"3107",2012-05-04,1.3132,0.9149,1.6183
"3108",2012-05-08,1.3025,0.9224,1.6143
"3109",2012-05-09,1.295,0.9258,1.6127
"3110",2012-05-10,1.2961,0.928,1.6119
"3111",2012-05-11,1.2944,0.9284,1.6095
"3112",2012-05-14,1.2863,0.9329,1.6062
"3113",2012-05-15,1.2843,0.9346,1.6047
"3114",2012-05-16,1.2738,0.9446,1.5913
"3115",2012-05-17,1.2682,NA,1.5855
"3116",2012-05-18,1.2721,0.9466,1.5789
"3117",2012-05-21,1.275,0.9404,1.5813
"3118",2012-05-22,1.2768,0.9417,1.5769
"3119",2012-05-23,1.2659,0.9485,1.5726
"3120",2012-05-24,1.2557,0.9545,1.5675
"3121",2012-05-25,1.2546,0.9557,1.568
"3122",2012-05-29,1.2523,0.9586,1.5683
"3123",2012-05-30,1.2438,0.966,1.5579
"3124",2012-05-31,1.2403,0.969,1.5504
"3125",2012-06-01,1.2322,0.9743,1.5321
"3126",2012-06-06,1.2485,0.9607,1.5486
"3127",2012-06-07,1.2595,0.9556,1.5497
"3128",2012-06-08,1.2468,0.9637,1.5424
"3129",2012-06-11,1.2544,0.9552,1.5543
"3130",2012-06-12,1.2492,0.9599,1.5528
"3131",2012-06-13,1.2534,0.9582,1.5563
"3132",2012-06-14,1.2551,0.9549,1.5527
"3133",2012-06-15,1.2596,0.952,1.5537
"3134",2012-06-18,1.2618,0.9512,1.5647
"3135",2012-06-19,1.2619,0.9522,1.5663
"3136",2012-06-20,1.2704,0.9464,1.573
"3137",2012-06-21,1.267,0.9476,1.5705
"3138",2012-06-22,1.2539,0.9565,1.5595
"3139",2012-06-25,1.2488,0.9621,1.5543
"3140",2012-06-26,1.2475,0.9609,1.5638
"3141",2012-06-27,1.2478,0.9611,1.5621
"3142",2012-06-28,1.2418,0.9662,1.5543
"3143",2012-06-29,1.259,0.9554,1.5603
"3144",2012-07-02,1.2593,0.9516,1.567
"3145",2012-07-03,1.2575,0.9548,1.5676
"3146",2012-07-05,1.2426,0.9605,1.559
"3147",2012-07-06,1.2377,0.9702,1.5542
"3148",2012-07-09,1.2293,0.9762,1.549
"3149",2012-07-10,1.2285,0.9752,1.5528
"3150",2012-07-11,1.226,0.9771,1.5562
"3151",2012-07-12,1.2178,0.9852,1.5452
"3152",2012-07-13,1.2185,0.9839,1.5447
"3153",2012-07-16,1.2177,0.9852,1.5531
"3154",2012-07-17,1.2281,0.9775,1.5632
"3155",2012-07-18,1.2234,0.9812,1.5604
"3156",2012-07-19,1.2287,0.9762,1.5685
"3157",2012-07-20,1.22,0.9817,1.57
"3158",2012-07-23,1.2105,0.9906,1.5543
"3159",2012-07-24,1.2089,0.9933,1.5509
"3160",2012-07-25,1.2134,0.9933,1.5502
"3161",2012-07-26,1.226,0.9903,1.5579
"3162",2012-07-27,1.2317,0.9773,1.5741
"3163",2012-07-30,1.2246,0.9789,1.5708
"3164",2012-07-31,1.2284,0.9781,1.5686
"3165",2012-08-01,1.2298,NA,1.5629
"3166",2012-08-02,1.2346,0.9797,1.555
"3167",2012-08-03,1.2245,0.9775,1.5592
"3168",2012-08-06,1.2379,0.9718,1.5551
"3169",2012-08-07,1.2436,0.9679,1.5655
"3170",2012-08-08,1.2336,0.972,1.5651
"3171",2012-08-09,1.2301,0.9754,1.5641
"3172",2012-08-10,1.2262,0.9784,1.5609
"3173",2012-08-13,1.2339,0.9744,1.5705
"3174",2012-08-14,1.2352,0.9721,1.5697
"3175",2012-08-15,1.2276,0.9779,1.5682
"3176",2012-08-16,1.2279,0.9781,1.5694
"3177",2012-08-17,1.2337,0.9717,1.5697
"3178",2012-08-20,1.23,0.9745,1.5693
"3179",2012-08-21,1.2428,0.967,1.5757
"3180",2012-08-22,1.2448,0.9635,1.5788
"3181",2012-08-23,1.2552,0.9568,1.5877
"3182",2012-08-24,1.2507,0.9591,1.5843
"3183",2012-08-27,1.253,0.9587,1.58
"3184",2012-08-28,1.2548,0.9575,1.5786
"3185",2012-08-29,1.2545,0.9565,1.5822
"3186",2012-08-30,1.2544,0.9577,1.5844
"3187",2012-08-31,1.2611,0.954,1.5839
"3188",2012-09-04,1.2579,0.9543,1.5874
"3189",2012-09-05,1.2578,0.9576,1.59
"3190",2012-09-06,1.2638,0.9544,1.5909
"3191",2012-09-07,1.2706,0.9573,1.5925
"3192",2012-09-10,1.2776,0.9454,1.5995
"3193",2012-09-11,1.2787,0.9431,1.6037
"3194",2012-09-12,1.2896,0.9358,1.6114
"3195",2012-09-13,1.291,0.9385,1.6104
"3196",2012-09-14,1.3095,0.9299,1.6236
"3197",2012-09-17,1.3086,0.9272,1.6235
"3198",2012-09-18,1.3054,0.9276,1.6256
"3199",2012-09-19,1.3002,0.9293,1.6207
"3200",2012-09-20,1.2954,0.9334,1.6191
"3201",2012-09-21,1.2988,0.9302,1.6274
"3202",2012-09-24,1.2916,0.9369,1.6201
"3203",2012-09-25,1.2932,0.9364,1.6217
"3204",2012-09-26,1.2845,0.9397,1.6191
"3205",2012-09-27,1.2874,0.9393,1.6198
"3206",2012-09-28,1.293,0.9355,1.6191
"3207",2012-10-01,1.2877,0.9376,1.6145
"3208",2012-10-02,1.293,0.9368,1.6147
"3209",2012-10-03,1.2904,0.9374,1.6112
"3210",2012-10-04,1.2951,0.9359,1.6109
"3211",2012-10-05,1.3002,0.9318,1.6188
"3212",2012-10-09,1.2953,0.9366,1.6015
"3213",2012-10-10,1.2889,0.9409,1.6002
"3214",2012-10-11,1.2918,0.9357,1.6032
"3215",2012-10-12,1.297,0.9324,1.6064
"3216",2012-10-15,1.2971,0.9329,1.6055
"3217",2012-10-16,1.3046,0.9285,1.609
"3218",2012-10-17,1.312,0.9221,1.6162
"3219",2012-10-18,1.3118,0.9224,1.6149
"3220",2012-10-19,1.3035,0.9262,1.6058
"3221",2012-10-22,1.3063,0.9259,1.6043
"3222",2012-10-23,1.3005,0.9302,1.5984
"3223",2012-10-24,1.2942,0.9343,1.6006
"3224",2012-10-25,1.2993,0.9307,1.6138
"3225",2012-10-26,1.2908,0.938,1.6102
"3226",2012-10-29,1.2898,NA,1.6054
"3227",2012-10-30,1.2962,NA,1.6062
"3228",2012-10-31,1.2993,0.9286,1.6116
"3229",2012-11-01,1.2975,0.9312,1.6163
"3230",2012-11-02,1.285,0.9367,1.6088
"3231",2012-11-05,1.2777,0.9435,1.5976
"3232",2012-11-06,1.28,0.9427,1.5981
"3233",2012-11-07,1.2746,0.9425,1.5996
"3234",2012-11-08,1.2736,0.946,1.595
"3235",2012-11-09,1.2694,0.9479,1.5945
"3236",2012-11-12,1.2735,0.9483,1.5876
"3237",2012-11-13,1.2696,0.9477,1.5906
"3238",2012-11-14,1.2726,0.945,1.5869
"3239",2012-11-15,1.2756,0.9429,1.5849
"3240",2012-11-16,1.2745,0.9459,1.5859
"3241",2012-11-19,1.2762,0.9434,1.5904
"3242",2012-11-20,1.2809,0.94,1.5926
"3243",2012-11-21,1.2805,0.9398,1.5933
"3244",2012-11-26,1.2964,0.9287,1.6017
"3245",2012-11-27,1.2961,0.9299,1.6029
"3246",2012-11-28,1.2891,0.9326,1.5983
"3247",2012-11-29,1.2994,0.9272,1.6019
"3248",2012-11-30,1.2986,0.925,1.6057
"3249",2012-12-03,1.3057,0.9253,1.605
"3250",2012-12-04,1.3092,0.927,1.6122
"3251",2012-12-05,1.3065,0.9283,1.6114
"3252",2012-12-06,1.3072,0.9268,1.6107
"3253",2012-12-07,1.2905,0.9352,1.6024
"3254",2012-12-10,1.293,0.9346,1.6054
"3255",2012-12-11,1.2993,0.932,1.609
"3256",2012-12-12,1.304,0.9301,1.6142
"3257",2012-12-13,1.3077,0.9266,1.6129
"3258",2012-12-14,1.3081,0.9235,1.6119
"3259",2012-12-17,1.316,0.9182,1.6204
"3260",2012-12-18,1.3178,0.9163,1.6203
"3261",2012-12-19,1.3302,0.9106,1.6299
"3262",2012-12-20,1.3246,0.9105,1.6266
"3263",2012-12-21,1.3209,0.9146,1.6237
"3264",2012-12-27,1.3266,0.9108,1.6175
"3265",2012-12-28,1.3183,0.9166,1.6116
"3266",2013-01-02,1.3262,NA,1.6296
"3267",2013-01-03,1.3102,0.9217,1.618
"3268",2013-01-04,1.3012,0.9302,1.6017
"3269",2013-01-07,1.3039,0.9271,1.6058
"3270",2013-01-08,1.3086,0.9211,1.61
"3271",2013-01-09,1.3056,0.9263,1.6029
"3272",2013-01-10,1.3113,0.9226,1.606
"3273",2013-01-11,1.3274,0.9166,1.6111
"3274",2013-01-14,1.3341,0.9171,1.608
"3275",2013-01-15,1.3327,0.9261,1.6051
"3276",2013-01-16,1.3277,0.9295,1.6038
"3277",2013-01-17,1.3368,0.9306,1.6029
"3278",2013-01-18,1.3324,0.9322,1.5941
"3279",2013-01-22,1.3317,0.9288,1.5867
"3280",2013-01-23,1.333,0.9283,1.5856
"3281",2013-01-24,1.3349,0.9301,1.5823
"3282",2013-01-25,1.3469,0.9237,1.5764
"3283",2013-01-28,1.3444,0.9267,1.5705
"3284",2013-01-29,1.3433,0.9243,1.5739
"3285",2013-01-30,1.3541,0.9171,1.5774
"3286",2013-01-31,1.355,0.9116,1.5783
"3287",2013-02-01,1.3644,0.9047,1.5832
"3288",2013-02-04,1.3552,0.9116,1.5724
"3289",2013-02-05,1.3537,0.9084,1.5748
"3290",2013-02-06,1.3517,0.9135,1.566
"3291",2013-02-07,1.3546,0.9083,1.5715
"3292",2013-02-08,1.3374,0.9165,1.5746
"3293",2013-02-11,1.3391,0.9182,1.5687
"3294",2013-02-12,1.3438,0.9172,1.5612
"3295",2013-02-13,1.348,0.9174,1.5571
"3296",2013-02-14,1.3327,0.9224,1.551
"3297",2013-02-15,1.3325,0.9234,1.5492
"3298",2013-02-19,1.3349,0.9243,1.5467
"3299",2013-02-20,1.337,0.9222,1.53
"3300",2013-02-21,1.3186,0.9318,1.5253
"3301",2013-02-22,1.3186,0.9314,1.5256
"3302",2013-02-25,1.3304,0.9257,1.5126
"3303",2013-02-26,1.3077,0.9302,1.5142
"3304",2013-02-27,1.3097,0.9303,1.5126
"3305",2013-02-28,1.3129,0.9308,1.5192
"3306",2013-03-01,1.3,0.9406,1.5018
"3307",2013-03-04,1.3007,0.9423,1.5048
"3308",2013-03-05,1.3034,0.942,1.5157
"3309",2013-03-06,1.3035,NA,1.5091
"3310",2013-03-07,1.301,0.9468,1.4986
"3311",2013-03-08,1.309,0.9429,1.5039
"3312",2013-03-11,1.2994,0.9505,1.4873
"3313",2013-03-12,1.3053,0.9478,1.4881
"3314",2013-03-13,1.2981,0.9474,1.497
"3315",2013-03-14,1.2937,0.9553,1.4944
"3316",2013-03-15,1.3086,0.9424,1.5157
"3317",2013-03-18,1.2929,0.9453,1.5107
"3318",2013-03-19,1.2944,0.9448,1.5114
"3319",2013-03-20,1.2945,0.9457,1.5115
"3320",2013-03-21,1.291,0.9463,1.5187
"3321",2013-03-22,1.2948,0.9433,1.5205
"3322",2013-03-25,1.2935,0.9408,1.5217
"3323",2013-03-26,1.2861,0.9489,1.5144
"3324",2013-03-27,1.2768,0.9528,1.5097
"3325",2013-03-28,1.2805,0.9521,1.5122
"3326",2013-04-02,1.284,NA,1.5194
"3327",2013-04-03,1.2828,0.9487,1.5109
"3328",2013-04-04,1.2818,0.9496,1.5054
"3329",2013-04-05,1.2944,0.9406,1.5222
"3330",2013-04-08,1.3023,0.9335,1.5304
"3331",2013-04-09,1.304,0.9356,1.5294
"3332",2013-04-10,1.3086,0.9309,1.5306
"3333",2013-04-11,1.3119,0.9285,1.5391
"3334",2013-04-12,1.3052,0.9309,1.5374
"3335",2013-04-15,1.3081,0.929,1.5339
"3336",2013-04-16,1.3129,0.9279,1.5306
"3337",2013-04-17,1.3129,0.9238,1.5254
"3338",2013-04-18,1.3045,0.9311,1.5256
"3339",2013-04-19,1.3115,0.9301,1.535
"3340",2013-04-22,1.3037,0.9343,1.5238
"3341",2013-04-23,1.299,0.9408,1.5239
"3342",2013-04-24,1.3006,0.9456,1.5277
"3343",2013-04-25,1.308,0.943,1.544
"3344",2013-04-26,1.2999,0.9441,1.5457
"3345",2013-04-29,1.3113,0.9393,1.5522
"3346",2013-04-30,1.3072,0.9363,1.5485
"3347",2013-05-02,1.3191,0.9288,1.5574
"3348",2013-05-03,1.3114,0.9322,1.5555
"3349",2013-05-06,1.3107,0.9372,1.5538
"3350",2013-05-07,1.3107,0.9397,1.5534
"3351",2013-05-08,1.3135,0.94,1.5503
"3352",2013-05-09,1.3142,NA,1.557
"3353",2013-05-10,1.2988,0.9557,1.54
"3354",2013-05-13,1.2973,0.9555,1.5372
"3355",2013-05-14,1.2977,0.9577,1.5277
"3356",2013-05-15,1.2864,0.973,1.5204
"3357",2013-05-16,1.289,0.967,1.5211
"3358",2013-05-17,1.2869,0.9655,1.5249
"3359",2013-05-20,1.2853,NA,1.5198
"3360",2013-05-21,1.2866,0.9693,1.5152
"3361",2013-05-22,1.2923,0.974,1.5092
"3362",2013-05-23,1.2888,0.9662,1.5087
"3363",2013-05-24,1.2939,0.9622,1.5118
"3364",2013-05-28,1.2938,0.9682,1.5108
"3365",2013-05-29,1.2952,0.9658,1.5068
"3366",2013-05-30,1.2944,0.9595,1.5154
"3367",2013-05-31,1.3006,0.9534,1.5214
"3368",2013-06-03,1.3008,0.9565,1.5253
"3369",2013-06-04,1.3092,0.946,1.5293
"3370",2013-06-05,1.3067,0.9472,1.536
"3371",2013-06-06,1.3118,0.9417,1.5449
"3372",2013-06-07,1.326,0.9265,1.5576
"3373",2013-06-10,1.3209,0.9371,1.5541
"3374",2013-06-11,1.3273,0.9279,1.554
"3375",2013-06-12,1.3277,0.9279,1.5661
"3376",2013-06-13,1.3315,0.9212,1.5671
"3377",2013-06-14,1.3303,0.9247,1.5645
"3378",2013-06-17,1.3337,0.9232,1.5708
"3379",2013-06-18,1.3374,0.9193,1.5619
"3380",2013-06-19,1.3406,0.9213,1.5639
"3381",2013-06-20,1.32,0.9336,1.5453
"3382",2013-06-21,1.318,0.9278,1.548
"3383",2013-06-24,1.3086,0.9348,1.5354
"3384",2013-06-25,1.3134,0.9344,1.5448
"3385",2013-06-26,1.3024,0.9412,1.5358
"3386",2013-06-27,1.3032,0.9457,1.5284
"3387",2013-06-28,1.308,0.9448,1.5231
"3388",2013-07-01,1.3037,0.9449,1.5223
"3389",2013-07-02,1.3017,0.9476,1.5194
"3390",2013-07-03,1.2959,0.9511,1.5254
"3391",2013-07-08,1.285,0.9643,1.4906
"3392",2013-07-09,1.2857,0.9677,1.4856
"3393",2013-07-10,1.2813,0.9693,1.4899
"3394",2013-07-11,1.3044,0.9492,1.5112
"3395",2013-07-12,1.3034,0.9495,1.5109
"3396",2013-07-15,1.3012,0.9513,1.5054
"3397",2013-07-16,1.3118,0.9429,1.5104
"3398",2013-07-17,1.3136,0.9391,1.5222
"3399",2013-07-18,1.3093,0.9438,1.5219
"3400",2013-07-19,1.3123,0.9427,1.5253
"3401",2013-07-22,1.3166,0.9384,1.5333
"3402",2013-07-23,1.318,0.9394,1.5348
"3403",2013-07-24,1.3246,0.9355,1.5351
"3404",2013-07-25,1.3202,0.9373,1.5282
"3405",2013-07-26,1.326,0.9292,1.5405
"3406",2013-07-29,1.327,0.9276,1.539
"3407",2013-07-30,1.3284,0.9299,1.5313
"3408",2013-07-31,1.3275,0.9286,1.5196
"3409",2013-08-01,1.3236,NA,1.5165
"3410",2013-08-02,1.3203,0.9378,1.5146
"3411",2013-08-05,1.3257,0.9309,1.5348
"3412",2013-08-06,1.328,0.9273,1.5358
"3413",2013-08-07,1.3305,0.926,1.5448
"3414",2013-08-08,1.336,0.9209,1.5511
"3415",2013-08-09,1.3373,0.9205,1.5532
"3416",2013-08-12,1.328,NA,1.548
"3417",2013-08-13,1.329,0.9288,1.5453
"3418",2013-08-14,1.3243,0.9365,1.5483
"3419",2013-08-15,1.3297,0.9354,1.5578
"3420",2013-08-16,1.334,0.9265,1.5642
"3421",2013-08-19,1.3344,0.9257,1.565
"3422",2013-08-20,1.3392,0.9209,1.5661
"3423",2013-08-21,1.3384,0.9203,1.5665
"3424",2013-08-22,1.3323,0.9284,1.5574
"3425",2013-08-23,1.3355,0.9246,1.5603
"3426",2013-08-27,1.3338,0.9236,1.5516
"3427",2013-08-28,1.3347,0.9201,1.5463
"3428",2013-08-29,1.3266,0.9286,1.5507
"3429",2013-08-30,1.3235,0.9302,1.5501
"3430",2013-09-03,1.3172,0.9356,1.5575
"3431",2013-09-04,1.3171,0.9365,1.5612
"3432",2013-09-05,1.3202,0.9381,1.5615
"3433",2013-09-06,1.3117,0.9453,1.5565
"3434",2013-09-09,1.3194,0.9369,1.5673
"3435",2013-09-10,1.324,0.9348,1.5702
"3436",2013-09-11,1.3268,0.9347,1.5771
"3437",2013-09-12,1.329,0.9306,1.5811
"3438",2013-09-13,1.3295,0.9317,1.5812
"3439",2013-09-16,1.3357,0.9276,1.5924
"3440",2013-09-17,1.3356,0.9254,1.5903
"3441",2013-09-18,1.3352,0.9264,1.5966
"3442",2013-09-19,1.3545,0.9099,1.6081
"3443",2013-09-20,1.3514,0.9093,1.6024
"3444",2013-09-23,1.3508,0.9123,1.6052
"3445",2013-09-24,1.3473,0.9122,1.5982
"3446",2013-09-25,1.3504,0.911,1.604
"3447",2013-09-26,1.3499,0.9098,1.6057
"3448",2013-09-27,1.3537,0.9063,1.6088
"3449",2013-09-30,1.3505,0.9052,1.6153
"3450",2013-10-01,1.3554,0.904,1.623
"3451",2013-10-02,1.3515,0.9049,1.6202
"3452",2013-10-03,1.3594,0.9016,1.6215
"3453",2013-10-04,1.3593,0.9026,1.6048
"3454",2013-10-07,1.3572,0.9037,1.607
"3455",2013-10-08,1.3576,0.9051,1.6082
"3456",2013-10-09,1.3515,0.9097,1.5972
"3457",2013-10-10,1.3532,0.9101,1.5938
"3458",2013-10-11,1.3566,0.9079,1.5977
"3459",2013-10-15,1.3493,0.917,1.5923
"3460",2013-10-16,1.3561,0.9114,1.6032
"3461",2013-10-17,1.3662,0.9039,1.606
"3462",2013-10-18,1.3684,0.9007,1.6212
"3463",2013-10-21,1.3667,0.9032,1.6167
"3464",2013-10-22,1.3674,0.9034,1.6133
"3465",2013-10-23,1.3752,0.8954,1.613
"3466",2013-10-24,1.3805,0.8908,1.6182
"3467",2013-10-25,1.3777,0.8944,1.6199
"3468",2013-10-28,1.3784,0.8942,1.6188
"3469",2013-10-29,1.3768,0.8981,1.6069
"3470",2013-10-30,1.3755,0.8974,1.6064
"3471",2013-10-31,1.3641,0.9044,1.6037
"3472",2013-11-01,1.3505,0.9101,1.5955
"3473",2013-11-04,1.3506,0.912,1.5972
"3474",2013-11-05,1.3494,0.9116,1.6048
"3475",2013-11-06,1.3517,0.9114,1.6087
"3476",2013-11-07,1.3365,0.9121,1.6081
"3477",2013-11-08,1.3431,0.9166,1.6075
"3478",2013-11-11,1.3394,0.9202,1.5993
"3479",2013-11-12,1.3432,0.9209,1.5877
"3480",2013-11-13,1.3415,0.9181,1.5965
"3481",2013-11-14,1.3436,0.9184,1.6019
"3482",2013-11-15,1.346,0.9183,1.6077
"3483",2013-11-18,1.3517,0.913,1.6099
"3484",2013-11-19,1.3502,0.9136,1.6075
"3485",2013-11-20,1.3527,0.9104,1.6141
"3486",2013-11-21,1.3472,0.9143,1.6129
"3487",2013-11-22,1.3518,0.9107,1.6196
"3488",2013-11-25,1.3514,0.9103,1.6205
"3489",2013-11-26,1.3547,0.909,1.6183
"3490",2013-11-27,1.3596,0.9048,1.6319
"3491",2013-12-02,1.3536,0.9101,1.6381
"3492",2013-12-03,1.3578,0.9054,1.6429
"3493",2013-12-04,1.3592,0.9026,1.6363
"3494",2013-12-05,1.3594,0.9021,1.6345
"3495",2013-12-06,1.3661,0.8957,1.6358
"3496",2013-12-09,1.3722,0.8917,1.638
"3497",2013-12-10,1.375,NA,1.6439
"3498",2013-12-11,1.3767,0.8876,1.6378
"3499",2013-12-12,1.3775,0.8857,1.6402
"3500",2013-12-13,1.3727,0.8906,1.6273
"3501",2013-12-16,1.3776,0.8858,1.6323
"3502",2013-12-17,1.3749,0.8875,1.626
"3503",2013-12-18,1.3749,0.8885,1.6354
"3504",2013-12-19,1.3667,0.8945,1.6372
"3505",2013-12-20,1.3655,0.8981,1.6338
"3506",2013-12-23,1.3702,0.8954,1.6357
"3507",2013-12-24,1.3684,0.895,1.636
"3508",2013-12-27,1.3814,0.8831,1.6539
"3509",2013-12-30,1.3783,0.8915,1.6468
"3510",2014-01-02,1.3658,0.898,1.6527
"3511",2014-01-03,1.3634,0.9016,1.6463
"3512",2014-01-06,1.3602,0.9046,1.6378
"3513",2014-01-07,1.3641,0.9067,1.6409
"3514",2014-01-08,1.3594,0.9111,1.6423
"3515",2014-01-09,1.3612,0.9094,1.6453
"3516",2014-01-10,1.3587,0.9079,1.6423
"3517",2014-01-13,1.3654,0.9029,1.6448
"3518",2014-01-14,1.3667,0.9013,1.6426
"3519",2014-01-15,1.3606,0.9072,1.6422
"3520",2014-01-16,1.3597,0.9074,1.6335
"3521",2014-01-17,1.3584,0.9066,1.6443
"3522",2014-01-21,1.3526,NA,1.6417
"3523",2014-01-22,1.3566,0.9107,1.6549
"3524",2014-01-23,1.3639,0.9036,1.6596
"3525",2014-01-24,1.3687,0.8928,1.6612
"3526",2014-01-27,1.3658,0.8972,1.6562
"3527",2014-01-28,1.3649,0.8994,1.6564
"3528",2014-01-29,1.3608,0.8976,1.6558
"3529",2014-01-30,1.3574,0.8993,1.6488
"3530",2014-01-31,1.3516,0.9023,1.646
"3531",2014-02-03,1.3498,0.9045,1.6333
"3532",2014-02-04,1.3519,0.9042,1.632
"3533",2014-02-05,1.3543,0.9046,1.6274
"3534",2014-02-06,1.3495,0.9042,1.631
"3535",2014-02-07,1.3574,0.9017,1.6335
"3536",2014-02-10,1.3638,0.8973,1.6391
"3537",2014-02-11,1.3676,0.8961,1.6434
"3538",2014-02-12,1.3573,0.9005,1.6526
"3539",2014-02-13,1.3675,0.8938,1.663
"3540",2014-02-14,1.3707,0.8923,1.6708
"3541",2014-02-18,1.3731,0.8906,1.6683
"3542",2014-02-19,1.3745,0.8882,1.6664
"3543",2014-02-20,1.3706,0.8908,1.6655
"3544",2014-02-21,1.3707,0.8901,1.6666
"3545",2014-02-24,1.3735,0.8885,1.6639
"3546",2014-02-25,1.3754,0.8874,1.6688
"3547",2014-02-26,1.3726,0.8878,1.6691
"3548",2014-02-27,1.3656,0.8904,1.6641
"3549",2014-02-28,1.3813,0.8818,1.6688
"3550",2014-03-03,1.3768,NA,1.6716
"3551",2014-03-04,1.3768,0.8844,1.6691
"3552",2014-03-05,1.3732,0.8878,1.6703
"3553",2014-03-06,1.3745,0.8869,1.6728
"3554",2014-03-07,1.3894,0.8765,1.6765
"3555",2014-03-10,1.3881,0.8784,1.6634
"3556",2014-03-11,1.385,0.8794,1.661
"3557",2014-03-12,1.3887,0.8767,1.6592
"3558",2014-03-13,1.3942,0.871,1.6714
"3559",2014-03-14,1.3884,0.8739,1.659
"3560",2014-03-17,1.3906,NA,1.661
"3561",2014-03-18,1.3902,0.8736,1.6622
"3562",2014-03-19,1.3913,0.8741,1.6653
"3563",2014-03-20,1.3762,0.8856,1.6516
"3564",2014-03-21,1.378,0.883,1.6505
"3565",2014-03-24,1.3774,0.8862,1.6491
"3566",2014-03-25,1.3789,0.8834,1.6502
"3567",2014-03-26,1.3791,0.8864,1.6546
"3568",2014-03-27,1.3758,0.8859,1.6637
"3569",2014-03-28,1.3759,0.8869,1.6627
"3570",2014-03-31,1.3788,0.884,1.6643
"3571",2014-04-01,1.379,0.8831,1.6643
"3572",2014-04-02,1.3795,0.8841,1.6641
"3573",2014-04-03,1.3771,0.8867,1.6591
"3574",2014-04-04,1.37,0.8926,1.6586
"3575",2014-04-07,1.3723,0.8897,1.6582
"3576",2014-04-08,1.3774,0.8864,1.6714
"3577",2014-04-09,1.3794,0.8832,1.6741
"3578",2014-04-10,1.3867,0.8777,1.6788
"3579",2014-04-11,1.3872,0.8756,1.6742
"3580",2014-04-14,1.3827,0.8784,1.6719
"3581",2014-04-15,1.3803,0.8811,1.6719
"3582",2014-04-16,1.384,0.8794,1.6789
"3583",2014-04-17,1.3855,0.8786,1.6814
"3584",2014-04-22,1.3817,0.8837,1.6822
"3585",2014-04-23,1.3834,0.8816,1.6803
"3586",2014-04-24,1.382,0.8829,1.679
"3587",2014-04-25,1.3831,0.8812,1.6817
"3588",2014-04-28,1.3861,0.8781,1.684
"3589",2014-04-29,1.3826,0.8799,1.6804
"3590",2014-04-30,1.385,0.8821,1.6821
"3591",2014-05-02,1.3862,0.8793,1.6861
"3592",2014-05-05,1.3874,0.8776,1.6869
"3593",2014-05-06,1.3945,0.8735,1.6966
